,equity
2025-08-03 14:51:49.715554+00:00,10000.0
2025-08-03 15:51:49.715554+00:00,10000.0
2025-08-03 16:51:49.715554+00:00,10000.0
2025-08-03 17:51:49.715554+00:00,10000.0
2025-08-03 18:51:49.715554+00:00,10000.0
2025-08-03 19:51:49.715554+00:00,10000.0
2025-08-03 20:51:49.715554+00:00,10000.0
2025-08-03 21:51:49.715554+00:00,10000.0
2025-08-03 22:51:49.715554+00:00,10000.0
2025-08-03 23:51:49.715554+00:00,10000.0
2025-08-04 00:51:49.715554+00:00,10000.0
2025-08-04 01:51:49.715554+00:00,10000.0
2025-08-04 02:51:49.715554+00:00,10000.0
2025-08-04 03:51:49.715554+00:00,10000.0
2025-08-04 04:51:49.715554+00:00,10000.0
2025-08-04 05:51:49.715554+00:00,10000.0
2025-08-04 06:51:49.715554+00:00,10000.0
2025-08-04 07:51:49.715554+00:00,10000.0
2025-08-04 08:51:49.715554+00:00,10000.0
2025-08-04 09:51:49.715554+00:00,10000.0
2025-08-04 10:51:49.715554+00:00,10000.0
2025-08-04 11:51:49.715554+00:00,10000.0
2025-08-04 12:51:49.715554+00:00,10000.0
2025-08-04 13:51:49.715554+00:00,10000.0
2025-08-04 14:51:49.715554+00:00,10000.0
2025-08-04 15:51:49.715554+00:00,10000.0
2025-08-04 16:51:49.715554+00:00,10000.0
2025-08-04 17:51:49.715554+00:00,10000.0
2025-08-04 18:51:49.715554+00:00,10000.0
2025-08-04 19:51:49.715554+00:00,10000.0
2025-08-04 20:51:49.715554+00:00,9945.423095440161
2025-08-04 21:51:49.715554+00:00,9984.976362757345
2025-08-04 22:51:49.715554+00:00,9931.124709579153
2025-08-04 23:51:49.715554+00:00,9939.918482039351
2025-08-05 00:51:49.715554+00:00,9973.208392658496
2025-08-05 01:51:49.715554+00:00,9973.208392658496
2025-08-05 02:51:49.715554+00:00,9973.208392658496
2025-08-05 03:51:49.715554+00:00,9973.208392658496
2025-08-05 04:51:49.715554+00:00,9973.208392658496
2025-08-05 05:51:49.715554+00:00,9973.208392658496
2025-08-05 06:51:49.715554+00:00,9973.208392658496
2025-08-05 07:51:49.715554+00:00,9973.208392658496
2025-08-05 08:51:49.715554+00:00,9973.208392658496
2025-08-05 09:51:49.715554+00:00,9973.208392658496
2025-08-05 10:51:49.715554+00:00,9973.208392658496
2025-08-05 11:51:49.715554+00:00,9973.208392658496
2025-08-05 12:51:49.715554+00:00,9973.208392658496
2025-08-05 13:51:49.715554+00:00,9973.208392658496
2025-08-05 14:51:49.715554+00:00,9973.208392658496
2025-08-05 15:51:49.715554+00:00,9973.208392658496
2025-08-05 16:51:49.715554+00:00,9973.208392658496
2025-08-05 17:51:49.715554+00:00,9973.208392658496
2025-08-05 18:51:49.715554+00:00,9973.208392658496
2025-08-05 19:51:49.715554+00:00,9973.208392658496
2025-08-05 20:51:49.715554+00:00,9973.208392658496
2025-08-05 21:51:49.715554+00:00,9973.208392658496
2025-08-05 22:51:49.715554+00:00,9973.208392658496
2025-08-05 23:51:49.715554+00:00,9973.208392658496
2025-08-06 00:51:49.715554+00:00,9973.208392658496
2025-08-06 01:51:49.715554+00:00,9973.208392658496
2025-08-06 02:51:49.715554+00:00,9973.208392658496
2025-08-06 03:51:49.715554+00:00,9973.208392658496
2025-08-06 04:51:49.715554+00:00,9973.208392658496
2025-08-06 05:51:49.715554+00:00,9973.208392658496
2025-08-06 06:51:49.715554+00:00,9973.208392658496
2025-08-06 07:51:49.715554+00:00,9973.208392658496
2025-08-06 08:51:49.715554+00:00,9973.208392658496
2025-08-06 09:51:49.715554+00:00,9973.208392658496
2025-08-06 10:51:49.715554+00:00,9973.208392658496
2025-08-06 11:51:49.715554+00:00,9973.208392658496
2025-08-06 12:51:49.715554+00:00,9973.208392658496
2025-08-06 13:51:49.715554+00:00,9973.208392658496
2025-08-06 14:51:49.715554+00:00,9973.208392658496
2025-08-06 15:51:49.715554+00:00,9973.208392658496
2025-08-06 16:51:49.715554+00:00,9973.208392658496
2025-08-06 17:51:49.715554+00:00,9973.208392658496
2025-08-06 18:51:49.715554+00:00,9973.208392658496
2025-08-06 19:51:49.715554+00:00,9973.208392658496
2025-08-06 20:51:49.715554+00:00,9973.208392658496
2025-08-06 21:51:49.715554+00:00,9973.208392658496
2025-08-06 22:51:49.715554+00:00,9973.208392658496
2025-08-06 23:51:49.715554+00:00,9973.208392658496
2025-08-07 00:51:49.715554+00:00,9973.208392658496
2025-08-07 01:51:49.715554+00:00,9973.208392658496
2025-08-07 02:51:49.715554+00:00,9973.208392658496
2025-08-07 03:51:49.715554+00:00,9973.208392658496
2025-08-07 04:51:49.715554+00:00,9973.208392658496
2025-08-07 05:51:49.715554+00:00,9973.208392658496
2025-08-07 06:51:49.715554+00:00,9973.208392658496
2025-08-07 07:51:49.715554+00:00,9973.208392658496
2025-08-07 08:51:49.715554+00:00,9973.208392658496
2025-08-07 09:51:49.715554+00:00,10027.50798652586
2025-08-07 10:51:49.715554+00:00,10046.608396558306
2025-08-07 11:51:49.715554+00:00,10008.340936850238
2025-08-07 12:51:49.715554+00:00,10000.465538305678
2025-08-07 13:51:49.715554+00:00,9996.90484813424
2025-08-07 14:51:49.715554+00:00,9989.626238242692
2025-08-07 15:51:49.715554+00:00,10042.080418257146
2025-08-07 16:51:49.715554+00:00,10084.794682836482
2025-08-07 17:51:49.715554+00:00,10106.481662452932
2025-08-07 18:51:49.715554+00:00,10096.611387294513
2025-08-07 19:51:49.715554+00:00,10037.7929198694
2025-08-07 20:51:49.715554+00:00,9963.994583333346
2025-08-07 21:51:49.715554+00:00,9981.66289779864
2025-08-07 22:51:49.715554+00:00,10004.932941191804
2025-08-07 23:51:49.715554+00:00,9986.725613859533
2025-08-08 00:51:49.715554+00:00,10033.964654391899
2025-08-08 01:51:49.715554+00:00,10022.638017760619
2025-08-08 02:51:49.715554+00:00,9988.295809874144
2025-08-08 03:51:49.715554+00:00,9963.147040380913
2025-08-08 04:51:49.715554+00:00,9892.527102734568
2025-08-08 05:51:49.715554+00:00,9873.262523085374
2025-08-08 06:51:49.715554+00:00,9886.648827214585
2025-08-08 07:51:49.715554+00:00,9879.09789224078
2025-08-08 08:51:49.715554+00:00,9879.09789224078
2025-08-08 09:51:49.715554+00:00,9879.09789224078
2025-08-08 10:51:49.715554+00:00,9879.09789224078
2025-08-08 11:51:49.715554+00:00,9879.09789224078
2025-08-08 12:51:49.715554+00:00,9879.09789224078
2025-08-08 13:51:49.715554+00:00,9879.09789224078
2025-08-08 14:51:49.715554+00:00,9879.09789224078
2025-08-08 15:51:49.715554+00:00,9879.09789224078
2025-08-08 16:51:49.715554+00:00,9879.09789224078
2025-08-08 17:51:49.715554+00:00,9879.09789224078
2025-08-08 18:51:49.715554+00:00,9879.09789224078
2025-08-08 19:51:49.715554+00:00,9879.09789224078
2025-08-08 20:51:49.715554+00:00,9879.09789224078
2025-08-08 21:51:49.715554+00:00,9879.09789224078
2025-08-08 22:51:49.715554+00:00,9879.09789224078
2025-08-08 23:51:49.715554+00:00,9879.09789224078
2025-08-09 00:51:49.715554+00:00,9879.09789224078
2025-08-09 01:51:49.715554+00:00,9879.09789224078
2025-08-09 02:51:49.715554+00:00,9879.09789224078
2025-08-09 03:51:49.715554+00:00,9879.09789224078
2025-08-09 04:51:49.715554+00:00,9879.09789224078
2025-08-09 05:51:49.715554+00:00,9879.09789224078
2025-08-09 06:51:49.715554+00:00,9879.09789224078
2025-08-09 07:51:49.715554+00:00,9879.09789224078
2025-08-09 08:51:49.715554+00:00,9879.09789224078
2025-08-09 09:51:49.715554+00:00,9879.09789224078
2025-08-09 10:51:49.715554+00:00,9879.09789224078
2025-08-09 11:51:49.715554+00:00,9879.09789224078
2025-08-09 12:51:49.715554+00:00,9879.09789224078
2025-08-09 13:51:49.715554+00:00,9879.09789224078
2025-08-09 14:51:49.715554+00:00,9879.09789224078
2025-08-09 15:51:49.715554+00:00,9833.751627745056
2025-08-09 16:51:49.715554+00:00,9776.066007517766
2025-08-09 17:51:49.715554+00:00,9774.398486300917
2025-08-09 18:51:49.715554+00:00,9762.632229580578
2025-08-09 19:51:49.715554+00:00,9803.836442891374
2025-08-09 20:51:49.715554+00:00,9848.586086722627
2025-08-09 21:51:49.715554+00:00,9792.202887383803
2025-08-09 22:51:49.715554+00:00,9835.015727942378
2025-08-09 23:51:49.715554+00:00,9853.055531306421
2025-08-10 00:51:49.715554+00:00,9826.824045630628
2025-08-10 01:51:49.715554+00:00,9889.918096630223
2025-08-10 02:51:49.715554+00:00,9942.16787401905
2025-08-10 03:51:49.715554+00:00,9923.161826243593
2025-08-10 04:51:49.715554+00:00,9984.49065759551
2025-08-10 05:51:49.715554+00:00,9989.312639278025
2025-08-10 06:51:49.715554+00:00,10017.811159806184
2025-08-10 07:51:49.715554+00:00,9947.502819687954
2025-08-10 08:51:49.715554+00:00,9985.367145364868
2025-08-10 09:51:49.715554+00:00,9983.308472369854
2025-08-10 10:51:49.715554+00:00,9976.938778689593
2025-08-10 11:51:49.715554+00:00,10018.53115050363
2025-08-10 12:51:49.715554+00:00,9899.095209313853
2025-08-10 13:51:49.715554+00:00,9995.015515674793
2025-08-10 14:51:49.715554+00:00,10003.51532349267
2025-08-10 15:51:49.715554+00:00,9942.973868969735
2025-08-10 16:51:49.715554+00:00,9922.020202447116
2025-08-10 17:51:49.715554+00:00,9864.41729522967
2025-08-10 18:51:49.715554+00:00,9849.065226626537
2025-08-10 19:51:49.715554+00:00,9813.355131461225
2025-08-10 20:51:49.715554+00:00,9843.026284468036
2025-08-10 21:51:49.715554+00:00,9833.5692988275
2025-08-10 22:51:49.715554+00:00,9862.620806999128
2025-08-10 23:51:49.715554+00:00,9862.620806999128
