,equity
2025-08-03 20:58:33.647179+00:00,10000.0
2025-08-03 21:58:33.647179+00:00,10000.0
2025-08-03 22:58:33.647179+00:00,10000.0
2025-08-03 23:58:33.647179+00:00,10000.0
2025-08-04 00:58:33.647179+00:00,10000.0
2025-08-04 01:58:33.647179+00:00,10000.0
2025-08-04 02:58:33.647179+00:00,10000.0
2025-08-04 03:58:33.647179+00:00,10000.0
2025-08-04 04:58:33.647179+00:00,10000.0
2025-08-04 05:58:33.647179+00:00,10000.0
2025-08-04 06:58:33.647179+00:00,10000.0
2025-08-04 07:58:33.647179+00:00,10000.0
2025-08-04 08:58:33.647179+00:00,10000.0
2025-08-04 09:58:33.647179+00:00,10000.0
2025-08-04 10:58:33.647179+00:00,10000.0
2025-08-04 11:58:33.647179+00:00,10000.0
2025-08-04 12:58:33.647179+00:00,10000.0
2025-08-04 13:58:33.647179+00:00,10000.0
2025-08-04 14:58:33.647179+00:00,10000.0
2025-08-04 15:58:33.647179+00:00,10000.0
2025-08-04 16:58:33.647179+00:00,10000.0
2025-08-04 17:58:33.647179+00:00,10000.0
2025-08-04 18:58:33.647179+00:00,10000.0
2025-08-04 19:58:33.647179+00:00,10000.0
2025-08-04 20:58:33.647179+00:00,10000.0
2025-08-04 21:58:33.647179+00:00,10000.0
2025-08-04 22:58:33.647179+00:00,10000.0
2025-08-04 23:58:33.647179+00:00,10000.0
2025-08-05 00:58:33.647179+00:00,10000.0
2025-08-05 01:58:33.647179+00:00,10000.0
2025-08-05 02:58:33.647179+00:00,10000.0
2025-08-05 03:58:33.647179+00:00,10000.0
2025-08-05 04:58:33.647179+00:00,10000.0
2025-08-05 05:58:33.647179+00:00,10000.0
2025-08-05 06:58:33.647179+00:00,10000.0
2025-08-05 07:58:33.647179+00:00,10000.0
2025-08-05 08:58:33.647179+00:00,10000.0
2025-08-05 09:58:33.647179+00:00,10000.0
2025-08-05 10:58:33.647179+00:00,10000.0
2025-08-05 11:58:33.647179+00:00,10000.0
2025-08-05 12:58:33.647179+00:00,10000.0
2025-08-05 13:58:33.647179+00:00,10000.0
2025-08-05 14:58:33.647179+00:00,10000.0
2025-08-05 15:58:33.647179+00:00,10000.0
2025-08-05 16:58:33.647179+00:00,10000.0
2025-08-05 17:58:33.647179+00:00,10000.0
2025-08-05 18:58:33.647179+00:00,10000.0
2025-08-05 19:58:33.647179+00:00,10000.0
2025-08-05 20:58:33.647179+00:00,10000.0
2025-08-05 21:58:33.647179+00:00,10000.0
2025-08-05 22:58:33.647179+00:00,10000.0
2025-08-05 23:58:33.647179+00:00,10000.0
2025-08-06 00:58:33.647179+00:00,10000.0
2025-08-06 01:58:33.647179+00:00,10000.0
2025-08-06 02:58:33.647179+00:00,10000.0
2025-08-06 03:58:33.647179+00:00,10000.0
2025-08-06 04:58:33.647179+00:00,10000.0
2025-08-06 05:58:33.647179+00:00,10000.0
2025-08-06 06:58:33.647179+00:00,10000.0
2025-08-06 07:58:33.647179+00:00,10000.0
2025-08-06 08:58:33.647179+00:00,10000.0
2025-08-06 09:58:33.647179+00:00,10000.0
2025-08-06 10:58:33.647179+00:00,10000.0
2025-08-06 11:58:33.647179+00:00,10000.0
2025-08-06 12:58:33.647179+00:00,10000.0
2025-08-06 13:58:33.647179+00:00,10000.0
2025-08-06 14:58:33.647179+00:00,10000.0
2025-08-06 15:58:33.647179+00:00,10000.0
2025-08-06 16:58:33.647179+00:00,10000.0
2025-08-06 17:58:33.647179+00:00,10000.0
2025-08-06 18:58:33.647179+00:00,10000.0
2025-08-06 19:58:33.647179+00:00,10000.0
2025-08-06 20:58:33.647179+00:00,10000.0
2025-08-06 21:58:33.647179+00:00,10000.0
2025-08-06 22:58:33.647179+00:00,10000.0
2025-08-06 23:58:33.647179+00:00,10000.0
2025-08-07 00:58:33.647179+00:00,10000.0
2025-08-07 01:58:33.647179+00:00,10000.0
2025-08-07 02:58:33.647179+00:00,10000.0
2025-08-07 03:58:33.647179+00:00,10000.0
2025-08-07 04:58:33.647179+00:00,10000.0
2025-08-07 05:58:33.647179+00:00,10000.0
2025-08-07 06:58:33.647179+00:00,10000.0
2025-08-07 07:58:33.647179+00:00,10000.0
2025-08-07 08:58:33.647179+00:00,10000.0
2025-08-07 09:58:33.647179+00:00,10000.0
2025-08-07 10:58:33.647179+00:00,10000.0
2025-08-07 11:58:33.647179+00:00,10000.0
2025-08-07 12:58:33.647179+00:00,10000.0
2025-08-07 13:58:33.647179+00:00,10000.0
2025-08-07 14:58:33.647179+00:00,10000.0
2025-08-07 15:58:33.647179+00:00,10000.0
2025-08-07 16:58:33.647179+00:00,10000.0
2025-08-07 17:58:33.647179+00:00,10000.0
2025-08-07 18:58:33.647179+00:00,10000.0
2025-08-07 19:58:33.647179+00:00,10000.0
2025-08-07 20:58:33.647179+00:00,10000.0
2025-08-07 21:58:33.647179+00:00,10000.0
2025-08-07 22:58:33.647179+00:00,10000.0
2025-08-07 23:58:33.647179+00:00,10000.0
2025-08-08 00:58:33.647179+00:00,10000.0
2025-08-08 01:58:33.647179+00:00,10000.0
2025-08-08 02:58:33.647179+00:00,10000.0
2025-08-08 03:58:33.647179+00:00,10000.0
2025-08-08 04:58:33.647179+00:00,10000.0
2025-08-08 05:58:33.647179+00:00,10000.0
2025-08-08 06:58:33.647179+00:00,10000.0
2025-08-08 07:58:33.647179+00:00,10000.0
2025-08-08 08:58:33.647179+00:00,10000.0
2025-08-08 09:58:33.647179+00:00,10000.0
2025-08-08 10:58:33.647179+00:00,10000.0
2025-08-08 11:58:33.647179+00:00,10000.0
2025-08-08 12:58:33.647179+00:00,10000.0
2025-08-08 13:58:33.647179+00:00,10000.0
2025-08-08 14:58:33.647179+00:00,10000.0
2025-08-08 15:58:33.647179+00:00,10000.0
2025-08-08 16:58:33.647179+00:00,10000.0
2025-08-08 17:58:33.647179+00:00,10000.0
2025-08-08 18:58:33.647179+00:00,10000.0
2025-08-08 19:58:33.647179+00:00,10000.0
2025-08-08 20:58:33.647179+00:00,10000.0
2025-08-08 21:58:33.647179+00:00,10000.0
2025-08-08 22:58:33.647179+00:00,10000.0
2025-08-08 23:58:33.647179+00:00,10000.0
2025-08-09 00:58:33.647179+00:00,10000.0
2025-08-09 01:58:33.647179+00:00,10000.0
2025-08-09 02:58:33.647179+00:00,10000.0
2025-08-09 03:58:33.647179+00:00,10000.0
2025-08-09 04:58:33.647179+00:00,10000.0
2025-08-09 05:58:33.647179+00:00,10000.0
2025-08-09 06:58:33.647179+00:00,10000.0
2025-08-09 07:58:33.647179+00:00,10000.0
2025-08-09 08:58:33.647179+00:00,10000.0
2025-08-09 09:58:33.647179+00:00,10000.0
2025-08-09 10:58:33.647179+00:00,10000.0
2025-08-09 11:58:33.647179+00:00,10000.0
2025-08-09 12:58:33.647179+00:00,10000.0
2025-08-09 13:58:33.647179+00:00,10000.0
2025-08-09 14:58:33.647179+00:00,10000.0
2025-08-09 15:58:33.647179+00:00,10000.0
2025-08-09 16:58:33.647179+00:00,10000.0
2025-08-09 17:58:33.647179+00:00,10000.0
2025-08-09 18:58:33.647179+00:00,10000.0
2025-08-09 19:58:33.647179+00:00,10000.0
2025-08-09 20:58:33.647179+00:00,10000.0
2025-08-09 21:58:33.647179+00:00,10000.0
2025-08-09 22:58:33.647179+00:00,10000.0
2025-08-09 23:58:33.647179+00:00,9994.900182504394
2025-08-10 00:58:33.647179+00:00,10043.004484842555
2025-08-10 01:58:33.647179+00:00,10043.004484842555
2025-08-10 02:58:33.647179+00:00,10043.004484842555
2025-08-10 03:58:33.647179+00:00,10043.004484842555
2025-08-10 04:58:33.647179+00:00,10043.004484842555
2025-08-10 05:58:33.647179+00:00,10043.004484842555
2025-08-10 06:58:33.647179+00:00,10043.004484842555
2025-08-10 07:58:33.647179+00:00,10043.004484842555
2025-08-10 08:58:33.647179+00:00,10043.004484842555
2025-08-10 09:58:33.647179+00:00,10043.004484842555
2025-08-10 10:58:33.647179+00:00,10043.004484842555
2025-08-10 11:58:33.647179+00:00,10043.004484842555
2025-08-10 12:58:33.647179+00:00,10043.004484842555
2025-08-10 13:58:33.647179+00:00,10043.004484842555
2025-08-10 14:58:33.647179+00:00,10043.004484842555
2025-08-10 15:58:33.647179+00:00,10043.004484842555
2025-08-10 16:58:33.647179+00:00,10043.004484842555
2025-08-10 17:58:33.647179+00:00,10043.004484842555
2025-08-10 18:58:33.647179+00:00,10043.004484842555
2025-08-10 19:58:33.647179+00:00,10043.004484842555
2025-08-10 20:58:33.647179+00:00,10043.004484842555
2025-08-10 21:58:33.647179+00:00,10043.004484842555
2025-08-10 22:58:33.647179+00:00,10043.004484842555
2025-08-10 23:58:33.647179+00:00,10043.004484842555
2025-08-11 00:58:33.647179+00:00,10043.004484842555
2025-08-11 01:58:33.647179+00:00,10043.004484842555
2025-08-11 02:58:33.647179+00:00,10043.004484842555
2025-08-11 03:58:33.647179+00:00,10043.004484842555
2025-08-11 04:58:33.647179+00:00,10043.004484842555
2025-08-11 05:58:33.647179+00:00,10043.004484842555
2025-08-11 06:58:33.647179+00:00,10043.004484842555
2025-08-11 07:58:33.647179+00:00,10043.004484842555
2025-08-11 08:58:33.647179+00:00,10043.004484842555
2025-08-11 09:58:33.647179+00:00,10043.004484842555
2025-08-11 10:58:33.647179+00:00,10043.004484842555
2025-08-11 11:58:33.647179+00:00,10043.004484842555
2025-08-11 12:58:33.647179+00:00,10043.004484842555
2025-08-11 13:58:33.647179+00:00,10043.004484842555
2025-08-11 14:58:33.647179+00:00,10043.004484842555
2025-08-11 15:58:33.647179+00:00,10043.004484842555
2025-08-11 16:58:33.647179+00:00,10043.004484842555
2025-08-11 17:58:33.647179+00:00,10043.004484842555
2025-08-11 18:58:33.647179+00:00,10043.004484842555
2025-08-11 19:58:33.647179+00:00,10043.004484842555
2025-08-11 20:58:33.647179+00:00,10043.004484842555
2025-08-11 21:58:33.647179+00:00,10043.004484842555
2025-08-11 22:58:33.647179+00:00,10043.004484842555
2025-08-11 23:58:33.647179+00:00,10043.004484842555
2025-08-12 00:58:33.647179+00:00,10043.004484842555
2025-08-12 01:58:33.647179+00:00,10043.004484842555
2025-08-12 02:58:33.647179+00:00,10043.004484842555
2025-08-12 03:58:33.647179+00:00,10043.004484842555
2025-08-12 04:58:33.647179+00:00,10043.004484842555
2025-08-12 05:58:33.647179+00:00,10043.004484842555
2025-08-12 06:58:33.647179+00:00,10043.004484842555
2025-08-12 07:58:33.647179+00:00,10043.004484842555
2025-08-12 08:58:33.647179+00:00,10043.004484842555
